state_abbreviation,congressional_district,State Office,State District,FracCDFromSLD,FracSLDFromCD
CA,16,Lower,"23",15.40,22.90
CA,16,Upper,"12",54.20,40.70
CA,16,Upper,"14",23.40,17.70
CA,16,Upper,"8",22.40,17.10
CA,17,Lower,"25",64.50,98.20
CA,17,Lower,"24",20.50,31.20
CA,17,Lower,"28",10.40,15.80
CA,17,Lower,"20",4.60,7.00
CA,17,Upper,"10",66.30,50.20
CA,17,Upper,"13",19.90,15.20
CA,17,Upper,"15",13.80,10.50
CA,17,Upper,"7",0.00,0.00
CA,18,Lower,"28",46.00,69.10
CA,18,Lower,"24",37.90,57.20
CA,18,Lower,"29",9.60,14.80
CA,18,Lower,"22",6.50,10.00
CA,18,Upper,"15",48.00,36.20
CA,18,Upper,"13",44.40,33.80
CA,18,Upper,"17",6.90,5.30
CA,18,Upper,"10",0.70,0.60
CA,19,Lower,"27",66.00,100.00
CA,19,Lower,"30",12.20,18.80
CA,19,Lower,"29",10.50,16.10
CA,19,Lower,"28",10.10,15.20
CA,19,Lower,"25",1.20,1.80
CA,19,Upper,"15",70.50,53.30
CA,19,Upper,"17",27.00,20.80
CA,19,Upper,"10",2.60,1.90
CA,20,Lower,"30",54.10,81.20
CA,20,Lower,"29",45.90,69.10
CA,20,Upper,"17",60.00,45.20
CA,20,Upper,"12",40.00,30.20
CA,21,Lower,"32",62.70,95.10
CA,21,Lower,"31",29.10,43.00
CA,21,Lower,"26",5.00,7.40
CA,21,Lower,"34",3.20,4.80
CA,21,Upper,"14",77.40,58.10
CA,21,Upper,"12",18.60,13.80
CA,21,Upper,"16",4.00,3.00
CA,22,Lower,"23",48.70,72.80
CA,22,Lower,"26",44.20,66.70
CA,22,Lower,"31",7.10,10.60
CA,22,Upper,"8",49.80,38.10
CA,22,Upper,"16",29.90,22.70
CA,22,Upper,"14",20.30,15.40
CA,23,Lower,"34",63.50,95.20
CA,23,Lower,"36",17.80,27.50
CA,23,Lower,"26",14.70,22.20
CA,23,Lower,"32",3.20,4.90
CA,23,Lower,"23",0.70,1.10
CA,23,Upper,"16",76.20,58.10
CA,23,Upper,"14",11.60,8.80
CA,23,Upper,"21",11.60,8.90
CA,23,Upper,"8",0.60,0.40
CA,24,Lower,"35",66.50,100.00
CA,24,Lower,"37",33.50,51.00
CA,24,Upper,"19",61.70,47.10
CA,24,Upper,"17",38.30,28.80
CA,25,Lower,"38",54.90,82.20
CA,25,Lower,"36",45.10,68.20
CA,25,Lower,"39",0.00,0.00
CA,25,Lower,"45",0.00,0.00
CA,25,Upper,"21",73.20,54.90
CA,25,Upper,"27",26.80,20.10
CA,25,Upper,"18",0.00,0.00
CA,25,Upper,"25",0.00,0.00
CA,26,Lower,"44",65.80,100.00
CA,26,Lower,"37",32.80,49.00
CA,26,Lower,"38",1.40,2.10
CA,26,Upper,"19",70.50,52.90
CA,26,Upper,"27",29.50,22.20
CA,27,Lower,"49",53.50,81.40
CA,27,Lower,"41",41.00,62.20
CA,27,Lower,"48",5.30,8.10
CA,27,Lower,"36",0.10,0.10
CA,27,Lower,"52",0.10,0.10
CA,27,Lower,"43",0.00,0.00
CA,27,Upper,"22",52.50,39.70
CA,27,Upper,"25",47.40,35.90
CA,27,Upper,"20",0.10,0.10
CA,27,Upper,"21",0.00,0.00
CA,27,Upper,"23",0.00,0.00
CA,28,Lower,"43",63.30,94.90
CA,28,Lower,"50",15.90,23.80
CA,28,Lower,"39",8.30,12.50
CA,28,Lower,"51",7.00,10.60
CA,28,Lower,"53",2.60,4.00
CA,28,Lower,"41",1.60,2.40
CA,28,Lower,"46",1.30,2.00
CA,28,Lower,"38",0.00,0.00
CA,28,Upper,"25",57.00,43.10
CA,28,Upper,"24",23.90,18.00
CA,28,Upper,"26",18.70,14.10
CA,28,Upper,"18",0.40,0.30
CA,28,Upper,"21",0.00,0.00
CA,29,Lower,"39",57.10,86.10
CA,29,Lower,"46",42.20,63.90
CA,29,Lower,"38",0.60,1.00
CA,29,Upper,"18",99.70,75.40
CA,29,Upper,"25",0.30,0.30
CA,29,Upper,"21",0.00,0.00
CA,30,Lower,"45",63.30,95.10
CA,30,Lower,"46",22.60,34.10
CA,30,Lower,"38",9.90,14.80
CA,30,Lower,"43",3.40,5.10
CA,30,Lower,"39",0.90,1.40
CA,30,Upper,"27",66.30,49.80
CA,30,Upper,"18",32.00,24.20
CA,30,Upper,"25",1.70,1.30
CA,31,Lower,"40",57.60,87.60
CA,31,Lower,"47",33.00,49.30
CA,31,Lower,"41",9.20,14.10
CA,31,Lower,"42",0.20,0.30
CA,31,Upper,"23",60.70,45.10
CA,31,Upper,"20",33.00,24.80
CA,31,Upper,"25",6.30,4.90
CA,32,Lower,"48",60.30,91.90
CA,32,Lower,"41",14.00,21.30
CA,32,Lower,"49",10.50,15.90
CA,32,Lower,"57",10.50,15.80
CA,32,Lower,"55",4.70,7.00
CA,32,Upper,"22",76.10,57.60
CA,32,Upper,"25",19.20,14.50
CA,32,Upper,"29",4.70,3.50
CA,33,Lower,"50",42.90,64.20
CA,33,Lower,"66",37.90,56.90
CA,33,Lower,"62",9.20,13.90
CA,33,Lower,"54",5.00,7.50
CA,33,Lower,"45",3.30,4.90
CA,33,Lower,"70",1.70,2.60
CA,33,Upper,"26",85.40,64.70
CA,33,Upper,"27",10.60,7.90
CA,33,Upper,"35",4.00,3.00
CA,33,Upper,"30",0.00,0.00
CA,34,Lower,"53",55.10,83.40
CA,34,Lower,"51",44.90,67.80
CA,34,Lower,"59",0.00,0.00
CA,34,Upper,"24",94.50,71.20
CA,34,Upper,"30",5.50,4.20
CA,35,Lower,"52",66.00,99.80
CA,35,Lower,"47",34.00,50.70
CA,35,Upper,"20",100.00,75.00
CA,36,Lower,"42",47.90,73.40
CA,36,Lower,"56",41.40,63.70
CA,36,Lower,"67",6.80,10.30
CA,36,Lower,"71",4.00,6.20
CA,36,Upper,"28",67.50,51.00
CA,36,Upper,"23",32.50,25.00
CA,37,Lower,"54",60.70,91.40
CA,37,Lower,"59",24.60,37.20
CA,37,Lower,"50",8.00,12.00
CA,37,Lower,"62",5.70,8.60
CA,37,Lower,"53",1.00,1.50
CA,37,Upper,"30",85.10,64.80
CA,37,Upper,"26",14.90,11.30
CA,37,Upper,"24",0.00,0.00
CA,38,Lower,"57",47.20,71.30
CA,38,Lower,"58",37.80,56.80
CA,38,Lower,"63",10.90,16.70
CA,38,Lower,"65",2.30,3.40
CA,38,Lower,"49",1.80,2.70
CA,38,Upper,"32",91.40,68.80
CA,38,Upper,"22",3.50,2.70
CA,38,Upper,"33",2.80,2.10
CA,38,Upper,"29",2.30,1.70
CA,39,Lower,"55",61.00,93.00
CA,39,Lower,"65",28.20,42.60
CA,39,Lower,"57",8.40,12.90
CA,39,Lower,"68",2.30,3.50
CA,39,Lower,"52",0.10,0.10
CA,39,Upper,"29",81.80,62.00
CA,39,Upper,"32",15.80,12.00
CA,39,Upper,"37",2.30,1.70
CA,39,Upper,"20",0.10,0.10
CA,39,Upper,"22",0.00,0.00
CA,40,Lower,"59",29.60,44.70
CA,40,Lower,"58",28.80,43.20
CA,40,Lower,"63",20.00,30.50
CA,40,Lower,"51",14.30,21.60
CA,40,Lower,"53",7.30,11.10
CA,40,Upper,"33",45.50,34.50
CA,40,Upper,"32",22.80,17.10
CA,40,Upper,"30",17.40,13.30
CA,40,Upper,"24",14.30,10.80
CA,41,Lower,"61",66.70,99.80
CA,41,Lower,"60",31.00,46.30
CA,41,Lower,"67",2.20,3.40
CA,41,Lower,"42",0.10,0.10
CA,41,Upper,"31",97.70,73.00
CA,41,Upper,"28",2.20,1.70
CA,41,Upper,"23",0.10,0.10
CA,42,Lower,"67",56.80,86.30
CA,42,Lower,"60",35.90,53.70
CA,42,Lower,"75",5.20,8.00
CA,42,Lower,"71",1.80,2.70
CA,42,Lower,"61",0.20,0.20
CA,42,Lower,"42",0.00,0.00
CA,42,Upper,"28",51.00,38.60
CA,42,Upper,"31",36.10,27.00
CA,42,Upper,"23",12.80,9.90
CA,43,Lower,"62",51.50,77.50
CA,43,Lower,"66",28.70,43.10
CA,43,Lower,"64",12.30,18.60
CA,43,Lower,"59",6.90,10.40
CA,43,Lower,"54",0.70,1.10
CA,43,Upper,"35",65.30,49.10
CA,43,Upper,"30",22.30,17.00
CA,43,Upper,"26",12.40,9.40
CA,44,Lower,"64",54.00,81.40
CA,44,Lower,"63",30.50,46.50
CA,44,Lower,"70",10.30,15.50
CA,44,Lower,"59",5.10,7.70
CA,44,Upper,"35",60.30,45.40
CA,44,Upper,"33",38.70,29.30
CA,44,Upper,"30",1.00,0.70
CA,45,Lower,"68",51.20,77.70
CA,45,Lower,"73",26.60,40.70
CA,45,Lower,"74",22.30,33.10
CA,45,Upper,"37",73.40,54.90
CA,45,Upper,"36",26.60,19.80
CA,46,Lower,"69",66.00,99.70
CA,46,Lower,"65",20.00,30.40
CA,46,Lower,"68",12.40,18.80
CA,46,Lower,"72",1.70,2.60
CA,46,Upper,"34",58.50,44.40
CA,46,Upper,"29",29.20,22.30
CA,46,Upper,"37",12.40,9.20
CA,47,Lower,"70",54.20,81.90
CA,47,Lower,"72",25.90,38.20
CA,47,Lower,"65",15.70,23.60
CA,47,Lower,"63",4.10,6.30
CA,47,Lower,"69",0.20,0.30
CA,47,Upper,"33",44.50,34.00
CA,47,Upper,"34",34.80,26.10
CA,47,Upper,"29",14.10,10.60
CA,47,Upper,"35",3.30,2.50
CA,47,Upper,"32",2.70,2.00
CA,47,Upper,"26",0.60,0.40
CA,48,Lower,"74",44.90,66.90
CA,48,Lower,"72",39.60,59.20
CA,48,Lower,"73",15.50,23.70
CA,48,Upper,"37",45.60,34.10
CA,48,Upper,"34",38.90,29.50
CA,48,Upper,"36",15.50,11.50
CA,49,Lower,"76",66.90,100.00
CA,49,Lower,"73",23.00,35.70
CA,49,Lower,"78",4.60,7.00
CA,49,Lower,"77",3.90,5.80
CA,49,Lower,"75",1.60,2.40
CA,49,Upper,"36",91.00,68.60
CA,49,Upper,"39",5.00,3.70
CA,49,Upper,"38",4.00,3.00
CA,50,Lower,"75",59.50,89.60
CA,50,Lower,"71",40.40,61.40
CA,50,Lower,"77",0.20,0.30
CA,50,Upper,"38",87.10,66.00
CA,50,Upper,"28",11.70,8.70
CA,50,Upper,"40",1.10,0.90
CA,50,Upper,"36",0.10,0.10
CA,51,Lower,"80",57.80,86.70
CA,51,Lower,"56",24.20,36.30
CA,51,Lower,"79",11.50,17.20
CA,51,Lower,"78",4.30,6.50
CA,51,Lower,"71",2.20,3.30
CA,51,Upper,"40",96.60,72.50
CA,51,Upper,"39",3.30,2.50
CA,51,Upper,"38",0.10,0.10
CA,52,Lower,"77",60.50,91.60
CA,52,Lower,"78",38.90,59.20
CA,52,Lower,"79",0.70,1.00
CA,52,Upper,"39",84.20,63.80
CA,52,Upper,"38",15.80,11.90
CA,53,Lower,"79",54.30,81.80
CA,53,Lower,"78",18.00,27.40
CA,53,Lower,"71",17.40,26.40
CA,53,Lower,"80",8.80,13.30
CA,53,Lower,"77",1.50,2.30
CA,53,Upper,"39",39.60,30.00
CA,53,Upper,"40",35.30,26.70
CA,53,Upper,"38",25.10,19.00
CO,1,Lower,"7",10.90,100.00
CO,1,Lower,"1",10.70,100.00
CO,1,Lower,"2",10.60,100.00
CO,1,Lower,"4",10.60,100.00
CO,1,Lower,"5",10.60,100.00
CO,1,Lower,"6",10.60,100.00
CO,1,Lower,"8",10.60,100.00
CO,1,Lower,"9",10.60,100.00
CO,1,Lower,"22",8.80,89.20
CO,1,Lower,"3",5.80,55.70
CO,1,Lower,"25",0.10,0.70
CO,1,Lower,"38",0.10,0.80
CO,1,Upper,"31",20.60,100.00
CO,1,Upper,"33",20.50,100.00
CO,1,Upper,"32",20.40,100.00
CO,1,Upper,"34",19.80,100.00
CO,1,Upper,"16",7.10,36.70
CO,1,Upper,"26",5.90,30.40
CO,1,Upper,"22",5.60,29.20
CO,1,Upper,"20",0.10,0.40
CO,2,Lower,"33",11.30,100.00
CO,2,Lower,"51",11.30,100.00
CO,2,Lower,"52",11.30,100.00
CO,2,Lower,"53",11.20,100.00
CO,2,Lower,"10",10.40,100.00
CO,2,Lower,"13",10.10,98.30
CO,2,Lower,"25",9.70,93.40
CO,2,Lower,"49",8.90,78.40
CO,2,Lower,"12",6.70,65.10
CO,2,Lower,"61",3.80,36.70
CO,2,Lower,"11",1.90,18.00
CO,2,Lower,"26",1.90,19.30
CO,2,Lower,"60",1.10,10.30
CO,2,Lower,"22",0.60,5.90
CO,2,Upper,"14",20.80,100.00
CO,2,Upper,"15",20.00,100.00
CO,2,Upper,"18",19.00,98.80
CO,2,Upper,"23",10.00,47.60
CO,2,Upper,"16",9.20,46.10
CO,2,Upper,"17",7.30,38.10
CO,2,Upper,"8",5.70,30.30
CO,2,Upper,"20",3.10,15.80
CO,2,Upper,"2",2.20,11.60
CO,2,Upper,"5",1.90,10.40
CO,2,Upper,"22",0.60,3.20
CO,3,Lower,"59",11.20,100.00
CO,3,Lower,"46",11.10,100.00
CO,3,Lower,"55",10.90,100.00
CO,3,Lower,"54",10.80,100.00
CO,3,Lower,"62",10.80,100.00
CO,3,Lower,"57",10.60,100.00
CO,3,Lower,"58",10.60,100.00
CO,3,Lower,"26",8.60,80.70
CO,3,Lower,"47",7.60,69.90
CO,3,Lower,"61",7.00,63.30
CO,3,Lower,"60",0.60,5.60
CO,3,Lower,"13",0.20,1.70
CO,3,Upper,"6",20.50,100.00
CO,3,Upper,"7",20.20,100.00
CO,3,Upper,"3",19.60,100.00
CO,3,Upper,"5",15.10,76.60
CO,3,Upper,"8",14.10,69.70
CO,3,Upper,"35",10.50,56.20
CO,4,Lower,"63",11.60,100.00
CO,4,Lower,"44",11.50,100.00
CO,4,Lower,"50",11.50,100.00
CO,4,Lower,"48",11.40,100.00
CO,4,Lower,"45",11.10,100.00
CO,4,Lower,"64",9.80,100.00
CO,4,Lower,"65",9.70,100.00
CO,4,Lower,"11",8.50,82.00
CO,4,Lower,"39",4.50,41.90
CO,4,Lower,"12",3.60,34.90
CO,4,Lower,"49",2.40,21.60
CO,4,Lower,"47",2.30,22.80
CO,4,Lower,"56",1.90,17.10
CO,4,Lower,"30",0.10,0.70
CO,4,Lower,"33",0.00,0.00
CO,4,Lower,"36",0.00,0.40
CO,4,Upper,"13",21.10,100.00
CO,4,Upper,"4",20.30,98.90
CO,4,Upper,"1",19.00,100.00
CO,4,Upper,"17",11.90,61.90
CO,4,Upper,"23",11.10,52.40
CO,4,Upper,"35",7.60,43.80
CO,4,Upper,"30",6.70,32.50
CO,4,Upper,"25",1.00,4.90
CO,4,Upper,"29",1.00,5.10
CO,4,Upper,"18",0.20,1.20
CO,5,Lower,"18",11.10,100.00
CO,5,Lower,"20",11.10,100.00
CO,5,Lower,"17",11.00,100.00
CO,5,Lower,"14",10.90,100.00
CO,5,Lower,"16",10.90,100.00
CO,5,Lower,"19",10.90,100.00
CO,5,Lower,"21",10.80,100.00
CO,5,Lower,"15",10.70,100.00
CO,5,Lower,"60",8.80,84.10
CO,5,Lower,"39",3.10,28.10
CO,5,Lower,"47",0.70,7.30
CO,5,Upper,"9",20.50,100.00
CO,5,Upper,"10",20.30,100.00
CO,5,Upper,"12",19.80,100.00
CO,5,Upper,"11",19.70,100.00
CO,5,Upper,"2",17.20,88.40
CO,5,Upper,"5",2.40,13.00
CO,6,Lower,"43",10.90,100.00
CO,6,Lower,"37",10.80,100.00
CO,6,Lower,"38",10.80,99.20
CO,6,Lower,"40",10.70,100.00
CO,6,Lower,"42",10.60,100.00
CO,6,Lower,"36",10.50,99.60
CO,6,Lower,"41",10.50,100.00
CO,6,Lower,"56",9.10,82.90
CO,6,Lower,"30",6.50,60.00
CO,6,Lower,"3",4.70,44.30
CO,6,Lower,"39",3.20,30.00
CO,6,Lower,"31",1.10,10.10
CO,6,Lower,"34",0.60,6.00
CO,6,Lower,"44",0.00,0.00
CO,6,Upper,"27",19.50,100.00
CO,6,Upper,"28",19.40,100.00
CO,6,Upper,"29",18.50,94.90
CO,6,Upper,"26",13.80,69.60
CO,6,Upper,"30",13.80,67.50
CO,6,Upper,"25",12.60,60.90
CO,6,Upper,"24",2.20,10.80
CO,6,Upper,"4",0.20,1.10
CO,7,Lower,"35",11.40,100.00
CO,7,Lower,"32",10.90,100.00
CO,7,Lower,"23",10.60,100.00
CO,7,Lower,"27",10.40,100.00
CO,7,Lower,"29",10.30,100.00
CO,7,Lower,"34",10.30,94.00
CO,7,Lower,"24",10.20,100.00
CO,7,Lower,"28",10.20,100.00
CO,7,Lower,"31",10.20,89.90
CO,7,Lower,"30",4.40,39.30
CO,7,Lower,"25",0.60,5.90
CO,7,Lower,"22",0.50,4.90
CO,7,Upper,"21",21.10,100.00
CO,7,Upper,"19",19.10,100.00
CO,7,Upper,"24",18.80,89.20
CO,7,Upper,"20",16.70,83.80
CO,7,Upper,"22",13.50,67.60
CO,7,Upper,"25",7.20,34.20
CO,7,Upper,"16",3.50,17.20
CT,1,Lower,"9",3.40,100.00
CT,1,Lower,"10",3.40,100.00
CT,1,Lower,"11",3.40,100.00
CT,1,Lower,"12",3.40,100.00
CT,1,Lower,"14",3.40,100.00
CT,1,Lower,"27",3.40,100.00
CT,1,Lower,"28",3.40,100.00
CT,1,Lower,"29",3.40,100.00
CT,1,Lower,"30",3.40,100.00
CT,1,Lower,"77",3.40,100.00
CT,1,Lower,"79",3.40,100.00
CT,1,Lower,"4",3.30,100.00
CT,1,Lower,"31",3.30,98.00
CT,1,Lower,"32",3.30,100.00
CT,1,Lower,"62",3.30,100.00
CT,1,Lower,"1",3.20,100.00
CT,1,Lower,"3",3.20,100.00
CT,1,Lower,"5",3.20,100.00
CT,1,Lower,"6",3.20,100.00
CT,1,Lower,"7",3.20,100.00
CT,1,Lower,"13",3.20,94.20
CT,1,Lower,"15",3.20,100.00
CT,1,Lower,"18",3.20,100.00
CT,1,Lower,"20",3.20,100.00
CT,1,Lower,"60",3.20,100.00
CT,1,Lower,"81",3.20,100.00
CT,1,Lower,"63",2.90,94.10
CT,1,Lower,"19",2.40,71.80
CT,1,Lower,"78",1.70,50.20
CT,1,Lower,"57",1.10,33.00
CT,1,Lower,"61",1.10,32.90
CT,1,Lower,"80",0.90,27.50
CT,1,Lower,"83",0.70,22.90
CT,1,Lower,"24",0.60,17.10
CT,1,Lower,"64",0.60,18.80
CT,1,Lower,"103",0.60,17.60
CT,1,Lower,"59",0.50,14.60
CT,1,Lower,"33",0.40,12.60
CT,1,Lower,"65",0.30,9.40
CT,1,Lower,"100",0.20,6.40
CT,1,Upper,"1",13.40,100.00
CT,1,Upper,"2",13.40,100.00
CT,1,Upper,"4",12.70,90.00
CT,1,Upper,"3",12.40,87.90
CT,1,Upper,"9",10.30,71.40
CT,1,Upper,"5",9.30,67.90
CT,1,Upper,"31",8.50,59.60
CT,1,Upper,"16",6.00,41.80
CT,1,Upper,"7",4.30,30.00
CT,1,Upper,"8",3.50,26.40
CT,1,Upper,"6",2.80,20.60
CT,1,Upper,"30",2.10,16.20
CT,1,Upper,"33",1.30,9.50
CT,2,Lower,"8",3.40,100.00
CT,2,Lower,"46",3.40,100.00
CT,2,Lower,"47",3.40,100.00
CT,2,Lower,"53",3.40,100.00
CT,2,Lower,"55",3.40,100.00
CT,2,Lower,"56",3.40,100.00
CT,2,Lower,"58",3.40,100.00
CT,2,Lower,"139",3.40,100.00
CT,2,Lower,"23",3.30,100.00
CT,2,Lower,"35",3.30,100.00
CT,2,Lower,"36",3.30,100.00
CT,2,Lower,"37",3.30,100.00
CT,2,Lower,"38",3.30,100.00
CT,2,Lower,"39",3.30,100.00
CT,2,Lower,"41",3.30,100.00
CT,2,Lower,"42",3.30,100.00
CT,2,Lower,"43",3.30,100.00
CT,2,Lower,"44",3.30,100.00
CT,2,Lower,"45",3.30,100.00
CT,2,Lower,"48",3.30,100.00
CT,2,Lower,"49",3.30,100.00
CT,2,Lower,"51",3.30,100.00
CT,2,Lower,"52",3.30,100.00
CT,2,Lower,"54",3.30,100.00
CT,2,Lower,"34",3.20,100.00
CT,2,Lower,"40",3.20,100.00
CT,2,Lower,"50",3.20,100.00
CT,2,Lower,"59",2.90,85.40
CT,2,Lower,"101",2.60,79.70
CT,2,Lower,"57",2.20,67.00
CT,2,Lower,"61",2.20,67.10
CT,2,Lower,"13",0.20,5.80
CT,2,Lower,"31",0.10,2.00
CT,2,Upper,"29",14.40,100.00
CT,2,Upper,"18",14.30,100.00
CT,2,Upper,"35",14.20,100.00
CT,2,Upper,"19",14.10,100.00
CT,2,Upper,"20",13.60,100.00
CT,2,Upper,"33",12.70,90.50
CT,2,Upper,"7",10.20,70.00
CT,2,Upper,"12",3.50,26.10
CT,2,Upper,"3",1.70,12.10
CT,2,Upper,"4",1.40,10.00
CT,3,Lower,"87",3.40,100.00
CT,3,Lower,"88",3.40,100.00
CT,3,Lower,"91",3.40,100.00
CT,3,Lower,"92",3.40,100.00
CT,3,Lower,"93",3.40,100.00
CT,3,Lower,"94",3.40,100.00
CT,3,Lower,"95",3.40,100.00
CT,3,Lower,"96",3.40,100.00
CT,3,Lower,"97",3.40,100.00
CT,3,Lower,"99",3.40,100.00
CT,3,Lower,"104",3.40,100.00
CT,3,Lower,"105",3.40,100.00
CT,3,Lower,"120",3.40,100.00
CT,3,Lower,"121",3.40,100.00
CT,3,Lower,"70",3.30,100.00
CT,3,Lower,"85",3.20,100.00
CT,3,Lower,"86",3.20,100.00
CT,3,Lower,"98",3.20,100.00
CT,3,Lower,"102",3.20,100.00
CT,3,Lower,"114",3.20,100.00
CT,3,Lower,"115",3.20,100.00
CT,3,Lower,"116",3.20,100.00
CT,3,Lower,"117",3.20,100.00
CT,3,Lower,"118",3.20,100.00
CT,3,Lower,"119",3.20,100.00
CT,3,Lower,"100",3.10,93.60
CT,3,Lower,"33",2.90,87.40
CT,3,Lower,"90",2.30,73.00
CT,3,Lower,"89",2.10,65.00
CT,3,Lower,"71",1.50,45.30
CT,3,Lower,"131",1.20,34.20
CT,3,Lower,"75",1.00,31.00
CT,3,Lower,"101",0.70,20.30
CT,3,Lower,"122",0.70,20.50
CT,3,Lower,"82",0.60,18.50
CT,3,Lower,"103",0.60,17.20
CT,3,Lower,"113",0.30,10.20
CT,3,Lower,"74",0.20,6.00
CT,3,Upper,"17",13.80,100.00
CT,3,Upper,"11",13.70,100.00
CT,3,Upper,"34",13.70,100.00
CT,3,Upper,"10",13.50,100.00
CT,3,Upper,"14",13.20,100.00
CT,3,Upper,"12",9.80,73.90
CT,3,Upper,"21",7.10,49.50
CT,3,Upper,"15",4.40,31.50
CT,3,Upper,"9",4.10,28.60
CT,3,Upper,"13",2.50,18.00
CT,3,Upper,"32",1.80,14.20
CT,3,Upper,"16",1.30,9.10
CT,3,Upper,"23",1.10,8.20
CT,4,Lower,"124",3.40,100.00
CT,4,Lower,"126",3.40,100.00
CT,4,Lower,"127",3.40,100.00
CT,4,Lower,"129",3.40,100.00
CT,4,Lower,"136",3.40,100.00
CT,4,Lower,"137",3.40,100.00
CT,4,Lower,"142",3.40,100.00
CT,4,Lower,"143",3.40,100.00
CT,4,Lower,"146",3.40,100.00
CT,4,Lower,"148",3.40,100.00
CT,4,Lower,"111",3.30,100.00
CT,4,Lower,"123",3.30,100.00
CT,4,Lower,"128",3.30,100.00
CT,4,Lower,"130",3.30,100.00
CT,4,Lower,"132",3.30,100.00
CT,4,Lower,"135",3.30,100.00
CT,4,Lower,"140",3.30,100.00
CT,4,Lower,"141",3.30,100.00
CT,4,Lower,"144",3.30,100.00
CT,4,Lower,"145",3.30,100.00
CT,4,Lower,"125",3.20,100.00
CT,4,Lower,"133",3.20,100.00
CT,4,Lower,"134",3.20,100.00
CT,4,Lower,"147",3.20,100.00
CT,4,Lower,"149",3.20,100.00
CT,4,Lower,"150",3.20,100.00
CT,4,Lower,"151",3.20,100.00
CT,4,Lower,"113",2.90,89.80
CT,4,Lower,"112",2.70,84.70
CT,4,Lower,"122",2.60,79.50
CT,4,Lower,"131",1.70,52.30
CT,4,Lower,"2",0.40,13.30
CT,4,Lower,"138",0.20,4.90
CT,4,Upper,"27",14.50,100.00
CT,4,Upper,"25",14.00,100.00
CT,4,Upper,"22",13.80,100.00
CT,4,Upper,"36",13.60,100.00
CT,4,Upper,"26",12.70,86.80
CT,4,Upper,"23",12.30,91.80
CT,4,Upper,"28",10.40,73.00
CT,4,Upper,"21",7.00,50.50
CT,4,Upper,"32",1.70,13.60
CT,5,Lower,"107",3.50,100.00
CT,5,Lower,"109",3.50,100.00
CT,5,Lower,"110",3.50,100.00
CT,5,Lower,"108",3.40,100.00
CT,5,Lower,"16",3.30,100.00
CT,5,Lower,"17",3.30,100.00
CT,5,Lower,"21",3.30,100.00
CT,5,Lower,"22",3.30,100.00
CT,5,Lower,"25",3.30,100.00
CT,5,Lower,"26",3.30,100.00
CT,5,Lower,"69",3.30,100.00
CT,5,Lower,"73",3.30,100.00
CT,5,Lower,"76",3.30,100.00
CT,5,Lower,"84",3.30,100.00
CT,5,Lower,"106",3.30,100.00
CT,5,Lower,"138",3.30,95.10
CT,5,Lower,"66",3.20,100.00
CT,5,Lower,"67",3.20,100.00
CT,5,Lower,"68",3.20,100.00
CT,5,Lower,"72",3.20,100.00
CT,5,Lower,"74",3.20,94.00
CT,5,Lower,"2",3.00,86.70
CT,5,Lower,"24",2.80,82.90
CT,5,Lower,"65",2.80,90.60
CT,5,Lower,"82",2.70,81.50
CT,5,Lower,"64",2.50,81.20
CT,5,Lower,"83",2.50,77.10
CT,5,Lower,"80",2.30,72.50
CT,5,Lower,"75",2.20,69.00
CT,5,Lower,"103",2.10,65.20
CT,5,Lower,"71",1.80,54.70
CT,5,Lower,"78",1.70,49.80
CT,5,Lower,"89",1.10,35.00
CT,5,Lower,"19",0.90,28.20
CT,5,Lower,"90",0.90,27.00
CT,5,Lower,"112",0.50,15.30
CT,5,Lower,"131",0.50,13.50
CT,5,Lower,"63",0.20,5.90
CT,5,Upper,"24",14.90,100.00
CT,5,Upper,"13",11.30,82.00
CT,5,Upper,"30",11.00,83.80
CT,5,Upper,"6",10.70,79.40
CT,5,Upper,"8",9.80,73.60
CT,5,Upper,"15",9.60,68.50
CT,5,Upper,"32",9.40,72.20
CT,5,Upper,"16",7.10,49.10
CT,5,Upper,"31",5.80,40.40
CT,5,Upper,"5",4.40,32.10
CT,5,Upper,"28",4.00,27.00
CT,5,Upper,"26",2.00,13.20
DC,98,Upper,"3",13.10,100.00
DC,98,Upper,"2",12.70,100.00
DC,98,Upper,"6",12.70,100.00
DC,98,Upper,"4",12.60,100.00
DC,98,Upper,"1",12.40,100.00
DC,98,Upper,"5",12.30,100.00
DC,98,Upper,"8",12.20,100.00
DC,98,Upper,"7",11.90,100.00
DE,0,Lower,"37",2.70,100.00
DE,0,Lower,"40",2.70,100.00
DE,0,Lower,"41",2.70,100.00
DE,0,Lower,"31",2.60,100.00
DE,0,Lower,"38",2.60,100.00
DE,0,Lower,"39",2.60,100.00
DE,0,Lower,"8",2.50,100.00
DE,0,Lower,"12",2.50,100.00
DE,0,Lower,"13",2.50,100.00
DE,0,Lower,"14",2.50,100.00
DE,0,Lower,"15",2.50,100.00
DE,0,Lower,"18",2.50,100.00
DE,0,Lower,"19",2.50,100.00
DE,0,Lower,"20",2.50,100.00
DE,0,Lower,"21",2.50,100.00
DE,0,Lower,"22",2.50,100.00
DE,0,Lower,"23",2.50,100.00
DE,0,Lower,"24",2.50,100.00
DE,0,Lower,"26",2.50,100.00
DE,0,Lower,"35",2.50,100.00
DE,0,Lower,"5",2.40,100.00
DE,0,Lower,"6",2.40,100.00
DE,0,Lower,"10",2.40,100.00
